train_acc,val_acc,train_loss,val_loss
0.3112724167378309,0.2995780590717299,2.364736565761745,3.2021192729724612
0.4718189581554227,0.33755274261603374,1.7141085705321433,2.4519629931148095
0.5081127241673783,0.3586497890295358,1.5481202310216824,2.2999940084505686
0.531596925704526,0.32067510548523204,1.4824284357865787,4.059959787859696
0.5503842869342442,0.540084388185654,1.3497714059766188,1.4658814351769942
0.5824081981212639,0.47679324894514763,1.327476037149242,1.5659895033776006
0.5926558497011102,0.5021097046413502,1.2165522656819436,1.4689141818742713
0.6584116140051238,0.6033755274261603,1.0188158401355694,1.0960649468224763
0.7198975234842016,0.6075949367088607,0.8288378642727228,1.0894270599642886
0.748932536293766,0.6160337552742615,0.7798318900072503,1.0614717811471803
0.7634500426985482,0.6582278481012658,0.7331041864713576,0.9779257615910301
0.7621690862510675,0.6455696202531646,0.7060774322456015,0.9928726136432922
0.7719897523484202,0.6455696202531646,0.6765352146020819,0.9845810701072467
0.7865072587532024,0.6666666666666666,0.662309746702546,0.9630250457972916
0.8018787361229718,0.6413502109704641,0.6215175111308044,0.9726396904716009
0.8074295473953885,0.6371308016877637,0.5921470195080458,0.9610266029080258
0.798462852263023,0.6497890295358649,0.6119934161130839,0.9665169263187843
0.7941929974380871,0.6413502109704641,0.6136719810972857,0.9678501232766904
0.8044406490179333,0.6540084388185653,0.5959817693846333,0.9701557778104951
0.8065755764304013,0.6455696202531646,0.5885528682338999,0.9697006131023295
0.7929120409906063,0.6286919831223629,0.6155834948273422,0.9680063045477565
0.807002561912895,0.6286919831223629,0.5815515978330226,0.9744346081456051
0.8129803586678053,0.6497890295358649,0.570823206797713,0.9743606795238543
0.807002561912895,0.6540084388185653,0.5929841100406077,0.9794676867215443
0.8057216054654142,0.6582278481012658,0.5926798625851574,0.980838335767577
0.8104184457728437,0.6455696202531646,0.5807151661073927,0.9700015413610241
0.8112724167378309,0.6371308016877637,0.5689598698070373,0.9716401293810912
0.8082835183603757,0.6371308016877637,0.5783839827923567,0.9649173733051316
0.8035866780529461,0.6455696202531646,0.6048090650829671,0.9702804405477983
0.8065755764304013,0.6497890295358649,0.5828496832861847,0.9654419213407653
